path,class_
./data/data6/Garbage classification/Garbage classification/paper/paper28.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper294.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard150.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass95.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper87.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass80.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic50.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass450.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal222.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash116.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal326.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal389.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard346.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic160.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic46.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass163.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper155.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash134.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic324.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass49.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic407.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic31.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard322.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass400.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard224.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal262.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass255.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard130.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper534.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper538.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper349.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard91.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper387.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper118.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard52.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass486.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal313.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal242.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash60.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic332.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard67.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper234.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass37.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic221.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic316.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper442.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal204.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper80.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal265.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic245.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic472.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass493.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic157.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic15.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash32.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic436.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal36.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass230.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard88.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper475.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass192.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper377.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper263.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper359.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard217.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard276.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic450.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper97.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass399.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard245.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper232.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass325.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass402.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard34.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass107.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal310.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass75.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic239.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper340.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper483.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal100.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper177.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper61.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal91.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic11.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal4.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard235.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper71.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic331.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper490.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper563.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper314.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal305.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper178.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic204.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic151.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash13.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass106.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper481.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass381.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal380.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass466.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic125.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper542.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic248.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard12.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard282.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic386.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard41.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass351.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal97.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass104.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass178.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard379.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash26.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass150.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal333.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard167.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper122.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper541.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper332.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper302.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal269.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard33.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard302.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic314.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper120.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass282.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper46.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal63.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic323.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper399.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper496.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal61.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic446.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper182.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal302.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard81.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper308.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard371.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper355.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard284.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper103.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper258.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic404.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper353.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard396.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass284.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard324.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass53.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic126.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash61.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass427.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass212.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass391.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard348.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash38.jpg,trash
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard195.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic190.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass374.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper333.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard364.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard329.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic315.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal11.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper524.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper322.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard157.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper261.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic389.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic152.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal3.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal205.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic118.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass139.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass111.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic413.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard251.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal159.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic258.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper556.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic457.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard127.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper42.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper113.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass404.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic121.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal80.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass238.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal306.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal344.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic105.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic60.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic161.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic154.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic33.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic1.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard220.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash118.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal375.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper581.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic390.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass6.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic47.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal354.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic387.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard260.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass454.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard109.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash73.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic247.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard170.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic447.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic128.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic415.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper179.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic424.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard120.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard79.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper244.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper348.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper336.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper251.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper512.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass220.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash110.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper473.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper291.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic353.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass439.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard242.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass143.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic201.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard297.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic38.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper209.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass162.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal314.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper507.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper385.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard174.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal311.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal294.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass87.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass89.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper325.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper63.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper457.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass356.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard370.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass33.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper289.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass98.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal87.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass26.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal89.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard298.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper423.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash84.jpg,trash
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard272.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash5.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper73.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard345.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard98.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic134.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic89.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard243.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper235.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper105.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard398.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal169.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper226.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper375.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass223.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic83.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard390.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash91.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass81.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash129.jpg,trash
./data/data6/Garbage classification/Garbage classification/trash/trash80.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper286.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic96.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper83.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard266.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass309.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper108.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard342.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal38.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass294.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper545.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass73.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic292.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass483.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass411.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper486.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic406.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper212.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass406.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic25.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic236.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic194.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic381.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper206.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass319.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass275.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic418.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic264.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper428.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal230.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic219.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass457.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass494.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic61.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard368.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard259.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass429.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard317.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper165.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper54.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper152.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash54.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic150.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic366.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper123.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash100.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper587.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic300.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass336.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper403.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic43.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash33.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper144.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal198.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal65.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper347.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal95.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper364.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass392.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper41.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash48.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic374.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard289.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic395.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic365.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard64.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal399.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper201.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic177.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal301.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal266.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard80.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard161.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper48.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal278.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper485.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass353.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper396.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash14.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass265.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard219.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper591.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash59.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper448.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic170.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper228.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic179.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper320.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass497.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic207.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass167.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic229.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass236.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass91.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic112.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic35.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal116.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass394.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard160.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard285.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper36.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic400.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper136.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass18.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard83.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal283.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass289.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass281.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash136.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper393.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard281.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper187.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass419.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass31.jpg,glass
